order_id|order_date|order_timestamp|store_id|product_id|channel|quantity|unit_price|discount_pct|net_revenue|status|tags
ORD-0000076|2025-10-05|2025-10-05 21:32:15|S20|P073|Web|2|740.81|30.0|1037.1339999999998|Completed|"gift|express"
ORD-0000077|2026-03-13|2026-03-13 12:32:46|S21|P093|Web|2|1333.96|0.0|2667.92|Cancelled|express
ORD-0000078|2025-08-03|2025-08-03 19:48:16|S01|P076|Store|1|1190.93|5.0|1131.3835|Processing|
ORD-0000079|2025-04-15|2025-04-15 16:25:31|S15|P118|Store|1|5441.0|20.0|4352.8|Shipped|express
ORD-0000080|2025-10-17|2025-10-17 12:15:15|S19|P010|Store|2|3801.66|30.0|5322.324|Completed|
ORD-0000081|2025-02-12|2025-02-12 15:56:52|S24|P010|App|5|4073.56|0.0|20367.8|Completed|
ORD-0000082|2025-04-16|2025-04-16 09:48:32|S21|P088|Web|2|4670.1|0.0|9340.2|Shipped|"bulk|priority"
ORD-0000083|2025-09-18|2025-09-18 12:43:31|S12|P006|Store|2|2964.0|0.0|5928.0|Completed|"sale|app"
ORD-0000084|2026-05-09|2026-05-09 18:17:17|S08|P014|Web|4|2136.45|25.0|6409.349999999999|Completed|gift
ORD-0000085|2026-04-30|2026-04-30 19:54:10|S24|P088|Web|2|4600.75|15.0|7821.275|Completed|"new|web"
ORD-0000086|2025-06-11|2025-06-11 11:05:46|S17|P092|Store|1|3435.46|20.0|2748.3680000000004|Cancelled|express
ORD-0000087|2025-09-19|2025-09-19 20:45:03|S07|P102|Store|3|3042.0|5.0|8669.699999999999|Completed|express
ORD-0000088|2025-04-06|2025-04-06 16:28:03|S24|P030|Store|3|280.74|25.0|631.665|Completed|
ORD-0000089|2026-04-14|2026-04-14 11:12:39|S12|P081|Store|4|5018.93|15.0|17064.362|Completed|
ORD-0000090|2025-06-02|2025-06-02 18:54:37|S16|P028|Web|3|2894.38|15.0|7380.668999999999|Completed|"gift|express"
ORD-0000091|2026-05-11|2026-05-11 20:20:19|S12|P120|App|4|724.0|0.0|2896.0|Completed|"sale|app"
ORD-0000092|2026-06-07|2026-06-07 11:48:46|S15|P081|Store|5|5572.81|10.0|25077.645000000004|Completed|"sale|app"
ORD-0000093|2026-03-04|2026-03-04 09:28:03|S12|P093|Web|3|1468.01|10.0|3963.627|Completed|
ORD-0000094|2025-07-24|2025-07-24 11:59:26|S02|P080|App|2|2010.3|10.0|3618.54|Cancelled|express
ORD-0000095|2026-08-14|2026-08-14 18:35:54|S14|P119|App|1|238.0|5.0|226.1|Completed|gift
ORD-0000096|2026-03-02|2026-03-02 08:51:19|S06|P033|App|1|1089.35|25.0|817.0124999999999|Completed|
ORD-0000097|2026-02-05|2026-02-05 12:02:47|S02|P092|Web|5|3547.56|0.0|17737.8|Completed|express
ORD-0000098|2026-06-15|2026-06-15 12:28:18|S07|P116|Web|5|5449.96|0.0|27249.8|Cancelled|"gift|express"
ORD-0000099|2026-07-01|2026-07-01 08:14:13|S21|P026|App|3|1698.0|30.0|3565.7999999999997|Completed|"gift|express"
ORD-0000100|2025-02-18|2025-02-18 16:21:19|S04|P047|Store|3|5604.34|20.0|13450.416000000001|Completed|"bulk|priority"
ORD-0000101|2026-07-01|2026-07-01 19:17:17|S18|P085|Store|5|226.86|25.0|850.7250000000001|Completed|
ORD-0000102|2026-04-20|2026-04-20 10:10:07|S03|P049|Web|2|2350.33|10.0|4230.594|Completed|"gift|express"
ORD-0000103|2025-05-09|2025-05-09 20:24:54|S14|P085|App|4|206.0|20.0|659.2|Cancelled|gift
ORD-0000104|2025-07-10|2025-07-10 21:20:34|S22|P025|App|1|3325.97|30.0|2328.1789999999996|Completed|gift
ORD-0000105|2026-04-12|2026-04-12 20:11:57|S10|P010|App|5|4018.59|20.0|16074.36|Completed|gift
ORD-0000106|2025-05-15|2025-05-15 18:06:37|S05|P007|Store|1|2126.04|25.0|1594.53|Shipped|express
ORD-0000107|2025-10-08|2025-10-08 14:16:53|S08|P023|App|5|5472.0|10.0|24624.0|Completed|
ORD-0000108|2026-03-04|2026-03-04 10:51:23|S21|P099|App|5|6661.76|0.0|33308.8|Completed|"gift|express"
ORD-0000109|2026-02-08|2026-02-08 20:46:11|S22|P082|Web|4|6309.37|0.0|25237.48|Completed|express
ORD-0000110|2026-07-19|2026-07-19 15:25:57|S23|P041|App|5|792.56|5.0|3764.6599999999994|Shipped|"sale|app"
ORD-0000111|2025-03-11|2025-03-11 14:19:49|S05|P081|Web|2|5294.0|25.0|7941.0|Completed|gift
ORD-0000112|2025-07-02|2025-07-02 13:28:54|S10|P059|App|2|6796.66|30.0|9515.323999999999|Shipped|"bulk|priority"
ORD-0000113|2026-09-03|2026-09-03 11:03:55|S09|P022|App|3|2712.72|25.0|6103.62|Completed|
ORD-0000114|2025-12-19|2025-12-19 13:21:17|S07|P095|Web|5|5396.88|15.0|22936.74|Completed|
ORD-0000115|2025-06-04|2025-06-04 19:10:32|S07|P005|App|3|382.0|5.0|1088.7|Completed|
ORD-0000116|2025-06-29|2025-06-29 15:50:43|S20|P013|Web|4|3859.39|20.0|12350.048|Completed|express
ORD-0000117|2025-07-30|2025-07-30 13:32:52|S02|P032|Store|1|5382.24|25.0|4036.68|Cancelled|gift
ORD-0000118|2025-12-10|2025-12-10 09:30:06|S24|P075|Web|1|959.27|10.0|863.343|Processing|
ORD-0000119|2025-06-26|2025-06-26 13:48:55|S19|P043|Web|1|1647.0|25.0|1235.25|Completed|"bulk|priority"
ORD-0000120|2026-01-21|2026-01-21 11:00:45|S04|P044|Web|1|348.77|10.0|313.893|Completed|
ORD-0000121|2025-10-04|2025-10-04 13:34:28|S14|P065|Web|5|4805.6|20.0|19222.4|Completed|"sale|app"
ORD-0000122|2026-01-14|2026-01-14 10:05:44|S09|P101|Store|4|1897.52|25.0|5692.5599999999995|Shipped|"new|web"
ORD-0000123|2025-04-07|2025-04-07 21:16:16|S06|P040|Web|3|4288.0|10.0|11577.6|Completed|"gift|express"
ORD-0000124|2026-01-22|2026-01-22 10:26:21|S19|P047|Store|3|5351.71|25.0|12041.3475|Cancelled|
ORD-0000125|2026-07-28|2026-07-28 09:44:11|S10|P005|App|1|389.51|0.0|389.51|Completed|gift
ORD-0000126|2025-03-25|2025-03-25 17:10:23|S01|P115|App|4|6413.49|10.0|23088.564|Completed|"sale|app"
ORD-0000127|2025-07-23|2025-07-23 12:48:18|S09|P102|Store|3|3296.0|20.0|7910.400000000001|Completed|gift
ORD-0000128|2026-03-06|2026-03-06 21:56:35|S10|P045|App|5|3670.88|25.0|13765.800000000001|Completed|
ORD-0000129|2026-01-18|2026-01-18 13:39:26|S08|P102|App|5|2954.32|25.0|11078.7|Completed|
ORD-0000130|2026-02-23|2026-02-23 17:06:16|S03|P004|Web|3|2977.73|30.0|6253.233|Completed|"sale|app"
ORD-0000131|2025-12-13|2025-12-13 19:40:23|S17|P009|Store|2|757.0|20.0|1211.2|Shipped|"new|web"
ORD-0000132|2026-02-28|2026-02-28 21:47:34|S20|P066|Web|1|4410.17|30.0|3087.1189999999997|Completed|"new|web"
ORD-0000133|2026-01-13|2026-01-13 19:20:47|S22|P067|App|5|2357.83|20.0|9431.32|Completed|
ORD-0000134|2025-02-15|2025-02-15 16:04:53|S07|P016|Store|4|284.09|15.0|965.9059999999998|Completed|
ORD-0000135|2026-04-11|2026-04-11 19:24:15|S13|P062|App|3|6386.0|20.0|15326.400000000001|Shipped|
ORD-0000136|2025-10-05|2025-10-05 11:57:26|S15|P017|App|4|5942.81|15.0|20205.554|Completed|"new|web"
ORD-0000137|2025-02-01|2025-02-01 20:10:42|S05|P055|Web|1|1320.71|0.0|1320.71|Completed|
ORD-0000138|2025-09-11|2025-09-11 20:12:12|S14|P058|Store|4|6966.27|0.0|27865.08|Completed|"bulk|priority"
ORD-0000139|2025-09-27|2025-09-27 13:22:44|S09|P025|App|3|3657.0|0.0|10971.0|Cancelled|"bulk|priority"
ORD-0000140|2025-02-23|2025-02-23 08:56:33|S23|P035|Web|1|900.89|10.0|810.801|Completed|express
ORD-0000141|2026-09-10|2026-09-10 17:35:08|S18|P062|Store|3|5834.66|20.0|14003.184000000001|Completed|
ORD-0000142|2025-05-18|2025-05-18 09:26:39|S02|P066|Store|5|3920.29|15.0|16661.232500000002|Cancelled|gift
ORD-0000143|2025-07-25|2025-07-25 08:14:09|S07|P118|App|3|5312.0|0.0|15936.0|Processing|
ORD-0000144|2025-10-01|2025-10-01 21:16:31|S12|P080|Web|5|1832.84|20.0|7331.36|Completed|"gift|express"
ORD-0000145|2026-06-01|2026-06-01 15:56:18|S02|P091|App|1|4925.27|20.0|3940.2160000000003|Completed|express
ORD-0000146|2026-04-06|2026-04-06 17:06:01|S22|P109|App|1|4253.7|25.0|3190.2749999999996|Completed|
ORD-0000147|2026-04-23|2026-04-23 20:19:40|S22|P046|Store|3|2382.0|10.0|6431.400000000001|Cancelled|
ORD-0000148|2025-05-27|2025-05-27 21:00:40|S13|P035|App|5|799.28|10.0|3596.7599999999998|Completed|express
ORD-0000149|2026-06-09|2026-06-09 21:23:16|S08|P071|Web|3|6758.19|20.0|16219.656|Shipped|"gift|express"
ORD-0000150|2026-05-30|2026-05-30 09:51:02|S24|P062|Store|5|6024.93|30.0|21087.255|Shipped|
ORD-0000151|2025-10-15|2025-10-15 12:32:52|S04|P077|App|5|3939.0|10.0|17725.5|Completed|"new|web"
ORD-0000152|2025-12-05|2025-12-05 18:45:25|S06|P092|Store|5|3721.95|30.0|13026.824999999999|Completed|gift
ORD-0000153|2025-01-24|2025-01-24 08:24:51|S15|P073|Store|5|917.02|25.0|3438.8250000000003|Shipped|"bulk|priority"
ORD-0000154|2026-04-17|2026-04-17 11:17:24|S12|P070|Store|2|1915.56|0.0|3831.12|Completed|
ORD-0000155|2026-08-19|2026-08-19 15:12:44|S05|P099|Store|1|6299.0|0.0|6299.0|Completed|"sale|app"
ORD-0000156|2025-10-20|2025-10-20 12:48:50|S20|P044|Web|5|330.14|0.0|1650.6999999999998|Cancelled|"new|web"
ORD-0000157|2025-12-02|2025-12-02 10:25:40|S12|P022|Web|5|3391.44|0.0|16957.2|Completed|gift
ORD-0000158|2025-11-06|2025-11-06 20:35:51|S11|P011|Store|3|1123.57|10.0|3033.639|Shipped|gift
ORD-0000159|2025-02-21|2025-02-21 14:16:03|S07|P021|Store|1|3246.0|0.0|3246.0|Processing|"sale|app"
ORD-0000160|2026-01-20|2026-01-20 13:45:46|S07|P023|Web|1|5155.46|0.0|5155.46|Completed|
ORD-0000161|2026-03-24|2026-03-24 17:12:43|S22|P054|App|2|5946.51|5.0|11298.369|Shipped|express
ORD-0000162|2026-07-30|2026-07-30 17:23:49|S03|P005|Web|2|367.72|15.0|625.124|Completed|gift
ORD-0000163|2026-07-31|2026-07-31 14:53:38|S09|P093|Web|3|1270.0|30.0|2667.0|Shipped|"new|web"
ORD-0000164|2025-11-01|2025-11-01 20:25:13|S21|P074|Store|4|5280.25|0.0|21121.0|Completed|express
ORD-0000165|2026-08-18|2026-08-18 12:08:36|S22|P031|App|4|5805.84|10.0|20901.024|Cancelled|
ORD-0000166|2025-11-24|2025-11-24 20:11:42|S04|P061|App|4|5485.4|25.0|16456.199999999997|Completed|express
ORD-0000167|2026-02-03|2026-02-03 20:09:59|S13|P011|App|4|1075.0|30.0|3010.0|Shipped|"new|web"
ORD-0000168|2026-01-09|2026-01-09 08:07:44|S04|P036|App|4|4968.49|5.0|18880.262|Completed|"gift|express"
ORD-0000169|2026-09-12|2026-09-12 18:33:50|S23|P058|App|1|6272.4|0.0|6272.4|Shipped|"sale|app"
ORD-0000170|2026-04-03|2026-04-03 10:12:46|S10|P114|Web|4|4330.71|0.0|17322.84|Completed|"sale|app"
ORD-0000171|2025-03-16|2025-03-16 14:47:06|S19|P079|Web|2|1268.0|0.0|2536.0|Completed|"gift|express"
ORD-0000172|2025-02-14|2025-02-14 20:51:47|S23|P061|App|5|6312.89|10.0|28408.005|Cancelled|express
ORD-0000173|2025-09-12|2025-09-12 10:44:42|S21|P120|Store|1|874.22|5.0|830.509|Completed|"sale|app"
ORD-0000174|2025-11-16|2025-11-16 15:52:09|S14|P119|Web|1|250.13|10.0|225.117|Completed|gift
ORD-0000175|2026-02-19|2026-02-19 18:53:11|S05|P065|Store|3|5293.0|0.0|15879.0|Completed|"gift|express"
ORD-0000176|2025-10-26|2025-10-26 14:43:15|S09|P045|Web|2|3977.05|20.0|6363.280000000001|Completed|express
ORD-0000177|2025-11-16|2025-11-16 09:05:35|S22|P044|App|5|356.24|0.0|1781.2|Completed|"new|web"
ORD-0000178|2026-07-26|2026-07-26 08:54:47|S23|P075|Web|3|1082.99|20.0|2599.1760000000004|Completed|
ORD-0000179|2025-07-27|2025-07-27 15:15:52|S09|P095|Store|1|4980.0|0.0|4980.0|Shipped|
ORD-0000180|2025-11-02|2025-11-02 08:21:08|S07|P038|Web|3|4935.31|10.0|13325.337000000001|Cancelled|express
ORD-0000181|2025-12-12|2025-12-12 08:12:58|S13|P102|Web|5|4010.63|20.0|16042.520000000002|Completed|"sale|app"
ORD-0000182|2025-10-18|2025-10-18 21:20:07|S01|P112|App|4|2845.22|0.0|11380.88|Shipped|
ORD-0000183|2026-08-24|2026-08-24 15:27:35|S16|P068|App|5|682.0|10.0|3069.0|Completed|gift
ORD-0000184|2026-08-20|2026-08-20 14:38:58|S09|P031|Web|4|5363.33|15.0|18235.322|Completed|"sale|app"
ORD-0000185|2025-11-15|2025-11-15 09:24:24|S22|P036|Web|4|4166.79|20.0|13333.728000000001|Completed|
ORD-0000186|2025-10-07|2025-10-07 19:00:58|S16|P024|App|2|3769.75|15.0|6408.575|Shipped|
ORD-0000187|2026-01-01|2026-01-01 15:08:37|S08|P032|Store|2|5846.0|5.0|11107.4|Completed|"gift|express"
ORD-0000188|2025-04-23|2025-04-23 11:04:20|S22|P077|Web|4|4050.73|5.0|15392.774|Shipped|"sale|app"
ORD-0000189|2025-09-22|2025-09-22 18:32:52|S18|P007|App|5|2301.75|20.0|9207.0|Shipped|
ORD-0000190|2025-05-15|2025-05-15 11:19:00|S15|P040|Web|2|5170.34|0.0|10340.68|Completed|"gift|express"
ORD-0000191|2025-03-31|2025-03-31 15:02:45|S14|P102|Store|4|2881.0|0.0|11524.0|Completed|
ORD-0000192|2025-03-01|2025-03-01 15:50:23|S15|P105|App|2|1837.39|5.0|3491.041|Completed|"new|web"
ORD-0000193|2025-12-30|2025-12-30 11:54:42|S05|P010|Store|4|3563.53|15.0|12116.002|Shipped|"gift|express"
ORD-0000194|2025-01-01|2025-01-01 20:15:01|S18|P015|Web|1|4106.56|15.0|3490.576|Completed|
ORD-0000195|2026-02-05|2026-02-05 17:50:54|S07|P029|App|3|2480.0|10.0|6696.0|Cancelled|
ORD-0000196|2025-09-25|2025-09-25 12:02:08|S06|P008|Store|4|1152.19|0.0|4608.76|Completed|"bulk|priority"
ORD-0000197|2025-08-16|2025-08-16 10:11:36|S22|P069|Store|1|5146.34|5.0|4889.023|Completed|
ORD-0000198|2026-04-22|2026-04-22 12:36:13|S22|P004|Web|1|2832.4|15.0|2407.54|Completed|
ORD-0000199|2025-12-01|2025-12-01 14:30:55|S02|P030|Store|3|236.0|0.0|708.0|Completed|express
ORD-0000200|2026-03-31|2026-03-31 15:42:50|S15|P037|App|2|1913.3|25.0|2869.95|Completed|"gift|express"
ORD-0000201|2026-03-16|2026-03-16 13:36:50|S09|P106|App|5|5315.01|25.0|19931.287500000002|Cancelled|
ORD-0000202|2025-01-20|2025-01-20 08:33:22|S13|P097|App|5|1025.46|0.0|5127.3|Cancelled|gift
ORD-0000203|2025-05-14|2025-05-14 17:27:10|S21|P090|App|2|3366.0|25.0|5049.0|Cancelled|express
ORD-0000204|2025-12-20|2025-12-20 13:18:00|S16|P111|App|4|1147.12|10.0|4129.632|Completed|
ORD-0000205|2026-08-28|2026-08-28 12:41:12|S12|P118|App|1|5755.17|10.0|5179.653|Shipped|"bulk|priority"
ORD-0000206|2025-04-06|2025-04-06 15:47:38|S03|P109|Store|2|4261.57|10.0|7670.826|Completed|express
ORD-0000207|2025-03-07|2025-03-07 19:41:20|S05|P114|Store|3|4197.0|15.0|10702.35|Completed|"new|web"
ORD-0000208|2026-08-07|2026-08-07 08:04:04|S16|P112|App|2|3173.25|30.0|4442.549999999999|Completed|
ORD-0000209|2026-08-23|2026-08-23 21:27:59|S11|P027|App|3|1976.72|10.0|5337.144|Completed|
ORD-0000210|2025-04-14|2025-04-14 16:55:53|S03|P036|App|5|4332.63|10.0|19496.835000000003|Cancelled|gift
ORD-0000211|2025-09-07|2025-09-07 15:39:26|S03|P057|App|1|2879.0|30.0|2015.3|Completed|"gift|express"
ORD-0000212|2026-01-24|2026-01-24 08:42:14|S13|P067|App|3|2673.23|15.0|6816.7365|Shipped|
ORD-0000213|2025-05-02|2025-05-02 17:57:26|S17|P055|Store|4|1197.38|0.0|4789.52|Completed|
ORD-0000214|2025-07-22|2025-07-22 18:04:14||P043|Store|1|1616.87|30.0|1131.8089999999997|Completed|
ORD-0000215|2025-09-03|2025-09-03 15:50:04|S21|P053|Store|2|1569.0|0.0|3138.0|Shipped|
ORD-0000216|2026-02-02|2026-02-02 19:13:23|S04|P085|Web|4|197.42|30.0|552.776|Completed|"new|web"
ORD-0000217|2025-07-10|2025-07-10 19:44:09|S01|P090|Web|5|3533.04|25.0|13248.900000000001|Completed|
ORD-0000218|2025-09-13|2025-09-13 19:44:06|S10|P110|Web|2|796.55|0.0|1593.1|Completed|"new|web"
ORD-0000219|2025-06-29|2025-06-29 12:34:59|S04|P097|Web|4|930.0|0.0|3720.0|Completed|"gift|express"
ORD-0000220|2026-04-16|2026-04-16 17:25:01|S16|P020|Store|2|637.1|10.0|1146.78|Cancelled|"sale|app"
ORD-0000221|2025-04-05|2025-04-05 08:48:49|S16|P025|Store|3|3380.26|25.0|7605.585000000001|Cancelled|express
ORD-0000222|2025-05-24|2025-05-24 15:51:54|S16|P058|App|3|6717.57|10.0|18137.439|Completed|
ORD-0000223|2025-06-04|2025-06-04 10:02:25|S11|P104|App|5|5932.0|15.0|25211.0|Shipped|
ORD-0000224|2026-07-16|2026-07-16 12:18:51|S04|P054|Store|3|7063.09|0.0|21189.27|Completed|
ORD-0000225|2026-08-09|2026-08-09 17:28:30|S12|P016|Store|5|266.61|0.0|1333.0500000000002|Completed|"gift|express"
ORD-0000226|2025-11-07|2025-11-07 13:56:54|S08|P109|App|5|3944.7|10.0|17751.15|Completed|"sale|app"
